Comisión Nacional del Agua
Subdirección General Técnica
Estación: Xalapa
Clave: C30135
Estado: Veracruz de Ignacio de la Llave
Municipio: Xalapa

Fecha, Precipitación(mm), Temperatura Media(ºC), Temperatura Máxima(ºC), Temperatura Mínima(ºC), Evaporación(mm)
2005/08/29,3.90,23.50,29.50,17.50,4.36
2005/08/30,0.00,23.00,29.00,17.00,5.54
2005/08/31,1.20,23.00,28.50,17.50,4.13
2005/09/01,0.00,22.50,27.00,18.00,4.81
2005/09/02,23.50,22.50,27.00,18.00,0.90
2005/09/03,0.80,20.75,24.50,17.00,3.89
2005/09/04,4.00,20.50,25.50,15.50,2.68
2005/09/05,20.00,20.75,25.50,16.00,4.01
2005/09/06,0.20,21.50,26.50,16.50,6.78
2005/09/07,5.90,21.25,26.00,16.50,3.91
2005/09/08,3.40,20.50,24.50,16.50,2.19
2005/09/09,27.80,20.00,23.00,17.00,1.62
2005/09/10,0.00,22.00,28.00,16.00,5.62
2005/09/11,0.00,22.00,27.00,17.00,5.27
2005/09/12,20.10,20.75,25.50,16.00,3.53
2005/09/13,0.00,20.25,25.00,15.50,3.73
2005/09/14,0.00,21.50,27.00,16.00,5.87
2005/09/15,0.00,20.75,25.50,16.00,3.73
2005/09/16,1.00,21.25,26.50,16.00,4.30
2005/09/17,0.10,20.50,24.50,16.50,4.18
2005/09/18,0.00,21.00,26.50,15.50,4.72
2005/09/19,0.10,21.75,24.50,19.00,4.20
2005/09/20,1.20,21.25,26.00,16.50,3.97
2005/09/21,0.00,20.25,25.00,15.50,2.43
2005/09/22,0.00,20.00,25.00,15.00,5.54
2005/09/23,0.00,20.50,27.00,14.00,5.71
2005/09/24,0.00,22.00,28.50,15.50,5.23
2005/09/25,0.00,21.50,26.50,16.50,3.56
2005/09/26,11.60,20.00,23.50,16.50,1.58
2005/09/27,0.20,21.25,26.00,16.50,4.52
2005/09/28,0.00,20.50,25.50,15.50,3.85
2005/09/29,15.80,20.00,24.50,15.50,3.67
2005/09/30,8.60,20.75,25.50,16.00,5.00
2005/10/01,-,-,-,-,-
2005/10/02,-,-,-,-,-
2005/10/03,-,-,-,-,-
2005/10/04,-,-,-,-,-
2005/10/05,-,-,-,-,-
2005/10/06,-,-,-,-,-
2005/10/07,-,-,-,-,-
2005/10/08,-,-,-,-,-
2005/10/09,-,-,-,-,-
2005/10/10,-,-,-,-,-
2005/10/11,-,-,-,-,-
2005/10/12,-,-,-,-,-
2005/10/13,-,-,-,-,-
2005/10/14,-,-,-,-,-
2005/10/15,-,-,-,-,-
2005/10/16,-,-,-,-,-
2005/10/17,-,-,-,-,-
2005/10/18,-,-,-,-,-
2005/10/19,-,-,-,-,-
2005/10/20,-,-,-,-,-
2005/10/21,-,-,-,-,-
2005/10/22,-,-,-,-,-
2005/10/23,-,-,-,-,-
2005/10/24,-,-,-,-,-
2005/10/25,-,-,-,-,-
2005/10/26,-,-,-,-,-
2005/10/27,-,-,-,-,-
2005/10/28,-,-,-,-,-
2005/10/29,-,-,-,-,-
2005/10/30,-,-,-,-,-
2005/10/31,-,-,-,-,-
2005/11/01,-,-,-,-,-
2005/11/02,-,-,-,-,-
2005/11/03,-,-,-,-,-
2005/11/04,-,-,-,-,-
2005/11/05,-,-,-,-,-
2005/11/06,-,-,-,-,-
2005/11/07,-,-,-,-,-
2005/11/08,-,-,-,-,-
2005/11/09,-,-,-,-,-
2005/11/10,-,-,-,-,-
2005/11/11,-,-,-,-,-
2005/11/12,-,-,-,-,-
2005/11/13,-,-,-,-,-
2005/11/14,-,-,-,-,-
2005/11/15,-,-,-,-,-
2005/11/16,-,-,-,-,-
2005/11/17,-,-,-,-,-
2005/11/18,-,-,-,-,-
2005/11/19,-,-,-,-,-
2005/11/20,-,-,-,-,-
2005/11/21,-,-,-,-,-
2005/11/22,-,-,-,-,-
2005/11/23,-,-,-,-,-
2005/11/24,-,-,-,-,-
2005/11/25,-,-,-,-,-
2005/11/26,-,-,-,-,-
2005/11/27,-,-,-,-,-
2005/11/28,-,-,-,-,-
2005/11/29,-,-,-,-,-
2005/11/30,-,-,-,-,-
2005/12/01,-,-,-,-,-
2005/12/02,-,-,-,-,-
2005/12/03,-,-,-,-,-
2005/12/04,-,-,-,-,-
2005/12/05,-,-,-,-,-
2005/12/06,-,-,-,-,-
2005/12/07,-,-,-,-,-
2005/12/08,-,-,-,-,-
2005/12/09,-,-,-,-,-
2005/12/10,-,-,-,-,-
2005/12/11,-,-,-,-,-
2005/12/12,-,-,-,-,-
2005/12/13,-,-,-,-,-
2005/12/14,-,-,-,-,-
2005/12/15,-,-,-,-,-
2005/12/16,-,-,-,-,-
2005/12/17,-,-,-,-,-
2005/12/18,-,-,-,-,-
2005/12/19,-,-,-,-,-
2005/12/20,-,-,-,-,-
2005/12/21,-,-,-,-,-
2005/12/22,-,-,-,-,-
2005/12/23,-,-,-,-,-
2005/12/24,-,-,-,-,-
2005/12/25,-,-,-,-,-
2005/12/26,-,-,-,-,-
2005/12/27,-,-,-,-,-
2005/12/28,-,-,-,-,-
2005/12/29,-,-,-,-,-
2005/12/30,-,-,-,-,-
2005/12/31,-,-,-,-,-
2006/01/01,0.00,20.50,28.50,12.50,4.25
2006/01/02,0.00,20.75,28.00,13.50,5.88
2006/01/03,0.00,17.00,23.50,10.50,4.82
2006/01/04,0.00,17.00,23.50,10.50,3.93
2006/01/05,0.00,16.75,23.00,10.50,4.58
2006/01/06,0.00,13.75,17.00,10.50,3.34
2006/01/07,0.00,11.25,17.00,5.50,3.52
2006/01/08,0.00,12.00,20.00,4.00,3.79
2006/01/09,0.00,13.75,22.00,5.50,4.41
2006/01/10,0.00,14.75,20.50,9.00,2.87
2006/01/11,0.00,15.25,20.50,10.00,2.67
2006/01/12,0.00,16.50,23.00,10.00,4.48
2006/01/13,0.50,17.75,24.00,11.50,3.94
2006/01/14,2.40,14.75,16.50,13.00,1.02
2006/01/15,0.00,15.75,22.50,9.00,5.01
2006/01/16,0.00,19.50,29.00,10.00,6.27
2006/01/17,4.60,17.25,20.00,14.50,1.14
2006/01/18,0.00,11.75,14.50,9.00,0.56
2006/01/19,0.00,13.50,21.00,6.00,3.79
2006/01/20,0.00,16.00,24.50,7.50,4.60
2006/01/21,0.00,16.50,23.00,10.00,3.09
2006/01/22,0.00,17.50,22.50,12.50,3.20
2006/01/23,20.00,17.00,21.00,13.00,1.55
2006/01/24,5.60,14.75,16.00,13.50,0.94
2006/01/25,1.50,15.00,16.00,14.00,0.33
2006/01/26,1.30,15.25,17.50,13.00,0.75
2006/01/27,2.50,15.50,18.00,13.00,2.03
2006/01/28,0.00,16.25,21.50,11.00,2.99
2006/01/29,0.00,17.75,23.50,12.00,3.35
2006/01/30,0.00,20.00,27.00,13.00,5.05
2006/01/31,0.00,17.75,20.50,15.00,2.40
2006/02/01,0.00,19.50,26.00,13.00,4.78
2006/02/02,0.00,16.50,20.00,13.00,2.82
2006/02/03,0.00,20.00,27.00,13.00,6.81
2006/02/04,4.90,16.50,18.50,14.50,0.82
2006/02/05,0.00,15.25,21.50,9.00,3.63
2006/02/06,0.00,19.00,28.50,9.50,7.54
2006/02/07,0.20,15.00,17.00,13.00,2.32
2006/02/08,0.20,14.50,19.00,10.00,2.88
2006/02/09,0.60,13.75,18.50,9.00,0.90
2006/02/10,0.00,17.00,24.50,9.50,5.43
2006/02/11,7.10,15.50,20.00,11.00,1.06
2006/02/12,7.10,9.50,10.00,9.00,0.13
2006/02/13,0.50,9.50,11.50,7.50,0.53
2006/02/14,0.00,14.00,22.50,5.50,4.05
2006/02/15,0.00,16.00,26.00,6.00,5.35
2006/02/16,0.00,19.00,26.00,12.00,6.05
2006/02/17,0.00,18.25,25.50,11.00,5.52
2006/02/18,0.00,18.00,23.00,13.00,4.17
2006/02/19,0.00,17.50,21.50,13.50,3.46
2006/02/20,0.00,16.75,21.50,12.00,4.03
2006/02/21,0.00,18.25,24.50,12.00,4.65
2006/02/22,0.00,18.50,27.00,10.00,6.55
2006/02/23,0.00,19.00,26.50,11.50,5.07
2006/02/24,0.00,20.25,25.00,15.50,5.18
2006/02/25,0.00,19.25,26.00,12.50,6.45
2006/02/26,0.10,17.25,19.00,15.50,2.28
2006/02/27,0.40,14.50,20.00,9.00,3.19
2006/02/28,0.00,15.50,21.50,9.50,4.02
2006/03/01,0.00,16.25,21.50,11.00,3.79
2006/03/02,0.00,17.00,24.00,10.00,5.57
2006/03/03,0.00,17.00,24.50,9.50,4.82
2006/03/04,0.00,17.00,23.00,11.00,5.60
2006/03/05,0.00,17.00,24.00,10.00,4.96
2006/03/06,0.00,18.25,23.50,13.00,4.77
2006/03/07,0.00,20.75,26.50,15.00,6.68
2006/03/08,0.00,18.25,26.50,10.00,6.50
2006/03/09,0.00,22.25,30.50,14.00,7.56
2006/03/10,0.00,23.75,31.00,16.50,8.00
2006/03/11,0.00,23.75,31.50,16.00,6.72
2006/03/12,0.00,23.25,30.50,16.00,7.66
2006/03/13,0.00,22.25,29.00,15.50,6.89
2006/03/14,0.00,21.50,27.00,16.00,2.91
2006/03/15,0.00,19.00,24.50,13.50,4.53
2006/03/16,0.00,18.25,22.50,14.00,3.44
2006/03/17,0.00,20.75,26.00,15.50,6.20
2006/03/18,0.00,20.00,26.00,14.00,6.58
2006/03/19,0.00,21.75,29.50,14.00,9.01
2006/03/20,0.00,23.25,31.00,15.50,9.12
2006/03/21,0.00,22.25,28.50,16.00,5.20
2006/03/22,0.00,19.50,23.50,15.50,3.77
2006/03/23,6.00,18.75,22.00,15.50,3.95
2006/03/24,7.30,14.00,14.50,13.50,0.56
2006/03/25,5.70,13.75,16.50,11.00,0.21
2006/03/26,2.50,15.00,19.00,11.00,1.28
2006/03/27,0.00,18.50,24.00,13.00,4.75
2006/03/28,0.00,18.50,22.50,14.50,3.13
2006/03/29,0.50,20.00,24.50,15.50,4.50
2006/03/30,0.00,21.00,26.50,15.50,5.14
2006/03/31,0.00,22.50,29.50,15.50,7.28
2006/04/01,0.00,23.75,30.00,17.50,6.56
2006/04/02,0.00,20.75,26.50,15.00,5.34
2006/04/03,0.00,20.00,24.00,16.00,5.44
2006/04/04,0.00,19.50,26.00,13.00,6.19
2006/04/05,0.00,20.25,28.00,12.50,8.07
2006/04/06,0.00,20.75,29.00,12.50,7.79
2006/04/07,0.00,22.75,32.00,13.50,7.64
2006/04/08,0.00,23.50,29.50,17.50,8.52
2006/04/09,1.60,17.75,22.00,13.50,2.41
2006/04/10,0.00,18.25,22.00,14.50,2.21
2006/04/11,0.00,17.25,21.50,13.00,4.36
2006/04/12,0.00,17.50,24.50,10.50,6.03
2006/04/13,0.00,17.50,22.00,13.00,3.90
2006/04/14,0.00,18.00,24.50,11.50,5.38
2006/04/15,0.00,19.25,28.50,10.00,3.43
2006/04/16,0.00,21.75,31.50,12.00,7.81
2006/04/17,0.00,23.00,31.00,15.00,9.73
2006/04/18,0.00,24.00,31.00,17.00,7.92
2006/04/19,0.00,24.75,30.50,19.00,6.71
2006/04/20,4.60,24.25,29.50,19.00,3.88
2006/04/21,0.00,23.25,28.50,18.00,4.55
2006/04/22,0.00,22.50,26.00,19.00,4.59
2006/04/23,0.00,22.75,28.00,17.50,6.29
2006/04/24,0.00,22.25,29.50,15.00,7.60
2006/04/25,0.00,23.75,31.00,16.50,7.62
2006/04/26,0.00,24.50,31.00,18.00,7.16
2006/04/27,0.00,23.25,28.50,18.00,6.34
2006/04/28,0.00,22.75,29.00,16.50,8.14
2006/04/29,0.00,24.50,32.00,17.00,6.67
2006/04/30,36.10,23.50,28.50,18.50,1.49
2006/05/01,5.70,21.00,27.00,15.00,3.52
2006/05/02,20.30,21.00,26.00,16.00,4.81
2006/05/03,0.00,19.25,25.00,13.50,4.26
2006/05/04,0.00,21.75,28.00,15.50,4.66
2006/05/05,0.20,22.00,29.00,15.00,5.05
2006/05/06,0.00,24.25,31.00,17.50,5.35
2006/05/07,0.00,25.25,32.50,18.00,6.05
2006/05/08,0.00,25.75,32.00,19.50,6.60
2006/05/09,0.00,24.75,32.00,17.50,8.08
2006/05/10,0.00,26.25,34.00,18.50,10.78
2006/05/11,31.90,23.50,28.00,19.00,7.72
2006/05/12,5.50,21.00,25.00,17.00,2.96
2006/05/13,0.00,22.00,26.00,18.00,4.31
2006/05/14,13.90,23.50,29.00,18.00,8.85
2006/05/15,0.00,22.50,29.00,16.00,9.20
2006/05/16,1.60,21.50,24.50,18.50,4.02
2006/05/17,0.00,18.00,21.00,15.00,3.43
2006/05/18,1.10,18.50,24.00,13.00,4.45
2006/05/19,21.90,19.25,23.50,15.00,3.53
2006/05/20,26.80,20.75,26.00,15.50,6.62
2006/05/21,0.00,20.25,27.00,13.50,7.20
2006/05/22,0.00,20.00,24.50,15.50,3.55
2006/05/23,2.40,19.00,24.50,13.50,3.14
2006/05/24,2.80,19.75,25.50,14.00,4.72
2006/05/25,0.00,20.00,26.00,14.00,4.25
2006/05/26,0.00,21.50,27.00,16.00,4.86
2006/05/27,0.00,22.25,28.00,16.50,3.44
2006/05/28,26.60,23.00,28.50,17.50,4.84
2006/05/29,33.80,23.00,27.00,19.00,5.57
2006/05/30,8.50,21.75,26.50,17.00,3.08
2006/05/31,43.40,21.50,27.50,15.50,5.21
2006/06/01,8.30,20.50,25.00,16.00,3.64
2006/06/02,13.00,19.75,24.00,15.50,3.19
2006/06/03,53.30,19.00,23.00,15.00,1.79
2006/06/04,22.40,18.50,21.00,16.00,0.18
2006/06/05,5.50,19.00,21.50,16.50,0.38
2006/06/06,17.10,19.75,23.50,16.00,0.04
2006/06/07,1.20,18.75,25.00,12.50,4.75
2006/06/08,0.00,18.00,23.00,13.00,3.62
2006/06/09,0.20,18.25,23.50,13.00,2.62
2006/06/10,9.30,18.00,23.00,13.00,2.97
2006/06/11,19.80,21.00,26.00,16.00,3.00
2006/06/12,0.00,20.50,25.00,16.00,4.16
2006/06/13,17.80,20.25,25.00,15.50,4.10
2006/06/14,9.90,19.00,24.50,13.50,4.58
2006/06/15,0.00,19.75,26.00,13.50,5.72
2006/06/16,0.00,21.75,28.00,15.50,5.64
2006/06/17,0.00,23.75,29.00,18.50,6.78
2006/06/18,0.00,22.75,27.50,18.00,5.88
2006/06/19,2.30,22.50,28.50,16.50,5.33
2006/06/20,1.30,21.50,27.00,16.00,5.47
2006/06/21,36.50,21.50,28.00,15.00,5.19
2006/06/22,4.50,19.75,24.50,15.00,2.15
2006/06/23,0.00,20.50,26.00,15.00,2.34
2006/06/24,44.70,20.25,24.50,16.00,7.60
2006/06/25,13.50,18.00,22.50,13.50,3.09
2006/06/26,4.90,20.75,28.00,13.50,5.15
2006/06/27,0.00,19.50,25.50,13.50,4.99
2006/06/28,28.70,19.25,23.00,15.50,1.64
2006/06/29,31.50,18.25,20.50,16.00,0.34
2006/06/30,19.70,17.75,20.00,15.50,1.73
2006/07/01,2.50,19.25,23.00,15.50,1.13
2006/07/02,1.80,20.25,24.50,16.00,3.00
2006/07/03,2.60,21.25,25.00,17.50,3.64
2006/07/04,0.00,21.00,25.00,17.00,2.97
2006/07/05,0.00,22.50,28.50,16.50,5.98
2006/07/06,0.50,20.25,22.00,18.50,4.06
2006/07/07,1.20,22.50,28.00,17.00,3.30
2006/07/08,3.80,21.25,25.50,17.00,3.05
2006/07/09,28.80,18.00,19.50,16.50,0.23
2006/07/10,0.00,19.50,23.50,15.50,2.55
2006/07/11,0.00,20.00,25.00,15.00,4.00
2006/07/12,0.50,18.75,22.00,15.50,2.44
2006/07/13,0.60,19.75,24.00,15.50,3.33
2006/07/14,1.50,19.25,23.00,15.50,3.18
2006/07/15,0.10,19.25,22.50,16.00,4.08
2006/07/16,17.70,20.25,25.00,15.50,1.49
2006/07/17,0.30,20.00,24.00,16.00,2.45
2006/07/18,0.00,20.00,25.00,15.00,4.68
2006/07/19,1.40,19.75,24.50,15.00,3.47
2006/07/20,54.80,16.75,18.50,15.00,0.51
2006/07/21,29.50,17.50,19.00,16.00,0.31
2006/07/22,1.70,20.25,24.50,16.00,2.45
2006/07/23,17.50,18.75,20.00,17.50,0.54
2006/07/24,6.80,19.75,23.50,16.00,0.26
2006/07/25,0.00,19.25,22.00,16.50,3.68
2006/07/26,0.00,22.00,28.00,16.00,4.44
2006/07/27,0.00,21.25,26.00,16.50,5.96
2006/07/28,0.00,20.25,25.50,15.00,4.29
2006/07/29,1.80,20.25,25.50,15.00,4.03
2006/07/30,0.00,19.75,25.00,14.50,4.43
2006/07/31,5.90,21.25,26.50,16.00,4.30
2006/08/01,3.90,21.50,26.00,17.00,5.81
2006/08/02,9.20,22.75,27.50,18.00,4.39
2006/08/03,0.00,22.00,26.00,18.00,3.07
2006/08/04,0.00,22.75,28.00,17.50,5.42
2006/08/05,21.50,22.50,27.00,18.00,3.80
2006/08/06,0.00,21.00,25.00,17.00,2.89
2006/08/07,5.00,21.00,24.50,17.50,6.80
2006/08/08,2.00,20.75,24.50,17.00,4.58
2006/08/09,0.00,20.75,24.50,17.00,3.26
2006/08/10,7.60,20.75,24.50,17.00,2.04
2006/08/11,0.00,22.00,27.00,17.00,5.94
2006/08/12,5.00,22.50,27.00,18.00,8.19
2006/08/13,11.50,22.00,26.00,18.00,3.88
2006/08/14,9.60,21.50,24.50,18.50,1.23
2006/08/15,0.00,22.50,27.00,18.00,5.54
2006/08/16,0.00,22.00,27.00,17.00,5.61
2006/08/17,0.00,21.25,27.00,15.50,5.68
2006/08/18,0.00,22.00,28.00,16.00,5.48
2006/08/19,4.50,19.00,22.00,16.00,0.94
2006/08/20,0.00,20.25,24.50,16.00,1.64
2006/08/21,0.00,22.00,28.00,16.00,6.01
2006/08/22,6.00,21.25,25.00,17.50,2.53
2006/08/23,0.00,21.00,25.00,17.00,6.00
2006/08/24,0.00,22.50,28.00,17.00,5.22
2006/08/25,0.00,24.00,30.00,18.00,6.32
2006/08/26,11.20,24.00,29.00,19.00,3.50
2006/08/27,17.70,22.00,26.00,18.00,5.21
2006/08/28,14.30,20.00,23.00,17.00,2.63
2006/08/29,2.80,19.50,23.00,16.00,1.42
2006/08/30,0.00,21.00,25.00,17.00,3.40
2006/08/31,10.00,22.75,28.00,17.50,2.92
2006/09/01,11.20,22.00,27.00,17.00,4.21
2006/09/02,3.00,22.25,27.00,17.50,2.72
2006/09/03,9.40,20.00,23.00,17.00,2.82
2006/09/04,0.00,20.50,25.00,16.00,2.84
2006/09/05,19.50,21.50,26.00,17.00,4.30
2006/09/06,18.00,21.50,25.00,18.00,9.23
2006/09/07,0.00,21.50,26.00,17.00,6.16
2006/09/08,0.00,22.00,27.00,17.00,4.93
2006/09/09,0.00,22.75,28.00,17.50,4.52
2006/09/10,7.20,23.00,29.00,17.00,5.01
2006/09/11,8.00,20.75,23.50,18.00,1.17
2006/09/12,14.30,21.00,25.00,17.00,1.80
2006/09/13,8.00,21.50,26.00,17.00,9.20
2006/09/14,30.90,24.00,32.00,16.00,8.93
2006/09/15,0.00,23.00,29.00,17.00,5.26
2006/09/16,0.00,23.25,29.00,17.50,4.47
2006/09/17,3.20,23.25,29.00,17.50,4.70
2006/09/18,12.40,24.25,30.00,18.50,4.37
2006/09/19,12.20,21.50,25.00,18.00,2.17
2006/09/20,0.00,21.75,26.00,17.50,2.94
2006/09/21,0.00,23.00,30.00,16.00,4.49
2006/09/22,0.00,23.00,29.00,17.00,3.78
2006/09/23,2.50,23.50,30.00,17.00,3.35
2006/09/24,10.50,22.00,27.00,17.00,2.78
2006/09/25,27.30,21.50,25.00,18.00,2.95
2006/09/26,3.00,20.75,24.50,17.00,3.82
2006/09/27,8.00,21.00,25.00,17.00,8.97
2006/09/28,5.50,21.50,27.00,16.00,7.08
2006/09/29,7.30,20.75,24.50,17.00,2.29
2006/09/30,1.60,21.00,25.00,17.00,2.31
2006/10/01,1.60,21.00,25.00,17.00,4.44
2006/10/02,0.00,20.00,25.00,15.00,4.76
2006/10/03,0.30,19.25,23.50,15.00,2.20
2006/10/04,0.00,18.75,24.50,13.00,4.45
2006/10/05,4.30,19.00,24.50,13.50,2.05
2006/10/06,0.00,20.00,23.00,17.00,2.46
2006/10/07,45.80,20.50,24.00,17.00,0.98
2006/10/08,0.00,23.25,30.50,16.00,3.01
2006/10/09,0.20,19.75,24.50,15.00,2.95
2006/10/10,1.00,20.00,25.00,15.00,2.67
2006/10/11,0.00,21.25,26.00,16.50,3.92
2006/10/12,0.00,22.75,27.00,18.50,4.60
2006/10/13,19.00,23.25,28.00,18.50,5.86
2006/10/14,10.50,21.00,24.00,18.00,1.20
2006/10/15,0.00,23.25,28.50,18.00,2.90
2006/10/16,0.00,25.00,31.50,18.50,4.48
2006/10/17,0.00,25.50,31.50,19.50,6.75
2006/10/18,0.00,24.50,30.50,18.50,5.50
2006/10/19,0.00,23.50,28.50,18.50,3.00
2006/10/20,0.00,21.75,25.00,18.50,3.68
2006/10/21,0.00,21.50,26.00,17.00,4.53
2006/10/22,1.60,21.25,25.50,17.00,2.94
2006/10/23,8.30,18.75,22.00,15.50,1.54
2006/10/24,0.00,19.50,25.00,14.00,4.06
2006/10/25,0.00,21.00,26.50,15.50,4.53
2006/10/26,0.00,21.50,27.00,16.00,4.52
2006/10/27,18.40,22.75,28.50,17.00,7.72
2006/10/28,0.00,18.75,21.00,16.50,3.92
2006/10/29,0.00,15.00,23.00,7.00,5.33
2006/10/30,0.00,16.00,23.00,9.00,4.24
2006/10/31,0.00,17.00,23.50,10.50,3.89
2006/11/01,0.00,16.75,21.50,12.00,2.61
2006/11/02,0.00,19.25,25.50,13.00,5.31
2006/11/03,0.00,19.50,23.00,16.00,3.76
2006/11/04,1.80,20.00,23.00,17.00,2.95
2006/11/05,0.90,19.25,22.50,16.00,2.07
2006/11/06,0.00,19.50,23.50,15.50,2.55
2006/11/07,15.40,20.50,22.50,18.50,2.22
2006/11/08,0.00,20.25,25.00,15.50,3.08
2006/11/09,0.00,20.25,25.50,15.00,3.20
2006/11/10,3.00,20.50,25.00,16.00,2.86
2006/11/11,22.10,21.25,25.00,17.50,1.91
2006/11/12,10.90,20.75,25.50,16.00,0.97
2006/11/13,0.10,20.00,25.00,15.00,1.03
2006/11/14,0.60,20.75,24.50,17.00,3.37
2006/11/15,1.30,22.50,29.00,16.00,6.91
2006/11/16,2.30,13.25,14.50,12.00,0.04
2006/11/17,0.00,16.25,20.50,12.00,4.63
2006/11/18,0.00,16.25,19.50,13.00,2.00
2006/11/19,3.80,14.25,16.00,12.50,0.72
2006/11/20,0.00,14.50,17.00,12.00,2.41
2006/11/21,0.00,13.50,15.50,11.50,1.79
2006/11/22,0.00,12.25,18.00,6.50,3.41
2006/11/23,0.00,12.50,18.50,6.50,3.45
2006/11/24,0.00,13.25,18.00,8.50,2.66
2006/11/25,1.70,14.50,19.00,10.00,2.06
2006/11/26,0.00,16.75,23.00,10.50,2.77
2006/11/27,0.00,17.00,22.00,12.00,6.95
2006/11/28,0.00,16.75,23.00,10.50,5.25
2006/11/29,0.00,18.00,24.00,12.00,4.42
2006/11/30,0.00,20.25,28.50,12.00,5.83
2006/12/01,1.00,15.50,18.00,13.00,0.61
2006/12/02,7.90,15.50,19.00,12.00,1.34
2006/12/03,15.10,14.25,16.50,12.00,2.41
2006/12/04,0.00,14.00,15.00,13.00,1.40
2006/12/05,2.30,13.75,16.50,11.00,0.42
2006/12/06,0.20,16.00,21.00,11.00,2.34
2006/12/07,0.20,16.00,21.00,11.00,1.69
2006/12/08,3.90,16.00,18.50,13.50,1.62
2006/12/09,0.00,15.25,17.50,13.00,1.46
2006/12/10,0.20,17.00,21.00,13.00,1.47
2006/12/11,0.00,17.00,21.00,13.00,3.29
2006/12/12,0.00,17.00,22.00,12.00,2.08
2006/12/13,4.30,17.25,21.50,13.00,1.10
2006/12/14,0.00,16.00,20.00,12.00,2.52
2006/12/15,0.00,16.50,21.00,12.00,2.58
2006/12/16,0.10,17.25,22.50,12.00,2.99
2006/12/17,0.00,17.25,22.50,12.00,3.62
2006/12/18,0.00,17.50,22.50,12.50,2.77
2006/12/19,3.80,16.75,21.00,12.50,1.76
2006/12/20,0.00,16.25,19.00,13.50,0.79
2006/12/21,0.00,18.00,23.00,13.00,3.23
2006/12/22,4.20,17.00,21.00,13.00,0.16
2006/12/23,0.00,17.50,21.50,13.50,2.07
2006/12/24,5.70,16.25,19.50,13.00,0.22
